common name,conservation status,kingdom,phylum,klass,order,family,genus,species,subspecies,official name,wiki filename,old filename,new filename,countries,colours,activities,endemic,wiki
Pacific loon,Least Concern,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia pacifica,,Gavia pacifica,gavia_pacifica.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/PacificLoon24.jpg/220px-PacificLoon24.jpg,images/gavia_pacifica,japan,,,false,Pacific_Diver
Pacific golden plover,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis fulva,,Pluvialis fulva,pluvialis_fulva.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pluvialis_fulva_-Bering_Land_Bridge_National_Preserve%2C_Alaska%2C_USA-8.jpg/220px-Pluvialis_fulva_-Bering_Land_Bridge_National_Preserve%2C_Alaska%2C_USA-8.jpg,images/pluvialis_fulva,,,,false,Pacific_Golden_Plover
Pacific reef heron,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta sacra,,Egretta sacra,egretta_sacra.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Eastern_Reef_Egret.jpg/220px-Eastern_Reef_Egret.jpg,images/egretta_sacra,japan,,,false,Pacific_Reef_Heron
Pacific swallow,Least Concern,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo tahitica,,Hirundo tahitica,hirundo_tahitica.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Hirundo_tahitica_-_Pak_Thale.jpg/250px-Hirundo_tahitica_-_Pak_Thale.jpg,images/hirundo_tahitica,angola|congo,,,false,Pacific_Swallow
Pacific white-sided dolphin,Least Concern,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus obliquidens,,Lagenorhynchus obliquidens,lagenorhynchus_obliquidens.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Pacific_white-sided_dolphins_%28Lagenorhynchus_obliquidens%29_NOAA.jpg/220px-Pacific_white-sided_dolphins_%28Lagenorhynchus_obliquidens%29_NOAA.jpg,images/lagenorhynchus_obliquidens,japan,,,false,Pacific_White-sided_Dolphin
Painted-snipe,,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Rostratula_benghalensis_small.jpg/200px-Rostratula_benghalensis_small.jpg,images/,south africa,,nocturnal,true,Painted_Snipe
Flesh-footed shearwater,Least Concern,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus carneipes,,Puffinus carneipes,puffinus_carneipes.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Puffinus_carneipes_-New_Zealand_-flying-8b.jpg/220px-Puffinus_carneipes_-New_Zealand_-flying-8b.jpg,images/puffinus_carneipes,,,,false,Pale-footed_Shearwater
Pale thrush,Least Concern,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus pallidus,,Turdus pallidus,turdus_pallidus.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Turdus_pallidus.JPG/250px-Turdus_pallidus.JPG,images/turdus_pallidus,japan,,,false,Pale_Thrush
Pallas's reed bunting,Least Concern,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza pallasi,,Emberiza pallasi,emberiza_pallasi.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Emberiza_pallasi_%2810%29.jpg/220px-Emberiza_pallasi_%2810%29.jpg,images/emberiza_pallasi,,,,false,Pallas%27_Reed_Bunting
Pallas's grasshopper warbler,Least Concern,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Locustella certhiola,,Locustella certhiola,locustella_certhiola.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Rusty-rumped_Warbler_%28Locustella_certhiola%29_I_IMG_2750.jpg/220px-Rusty-rumped_Warbler_%28Locustella_certhiola%29_I_IMG_2750.jpg,images/locustella_certhiola,,,,false,Pallas%27s_Grasshopper_Warbler
Pallas's rosefinch,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus roseus,,Carpodacus roseus,carpodacus_roseus.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Carpodacus_roseus.jpg/220px-Carpodacus_roseus.jpg,images/carpodacus_roseus,japan,,,false,Pallas%27s_Rosefinch
Pallas's sandgrouse,Least Concern,Animalia,Chordata,Aves,Pteroclidiformes,Pteroclididae,Syrrhaptes,Syrrhaptes paradoxus,,Syrrhaptes paradoxus,syrrhaptes_paradoxus.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Syrrhaptes_paradoxus.jpg/220px-Syrrhaptes_paradoxus.jpg,images/syrrhaptes_paradoxus,madagascar,,,false,Pallas%27s_Sandgrouse
Pallas's leaf warbler,Least Concern,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus proregulus,,Phylloscopus proregulus,phylloscopus_proregulus.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/20070304%E8%B4%B5%E9%98%B3-%E9%BB%84%E8%85%B0%E6%9F%B3%E8%8E%BA.jpg/240px-20070304%E8%B4%B5%E9%98%B3-%E9%BB%84%E8%85%B0%E6%9F%B3%E8%8E%BA.jpg,images/phylloscopus_proregulus,,,,false,Pallas%27s_Warbler
Parakeet auklet,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia psittacula,,Aethia psittacula,aethia_psittacula.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Parakeetauklets2.jpg/300px-Parakeetauklets2.jpg,images/aethia_psittacula,,,,false,Paroquet_Auklet
Pechora pipit,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus gustavi,,Anthus gustavi,anthus_gustavi.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pechora_Pipit_spring_Attu-island_Alaska.jpg/220px-Pechora_Pipit_spring_Attu-island_Alaska.jpg,images/anthus_gustavi,,,,false,Pechora_Pipit
Pectoral sandpiper,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos,,Calidris melanotos,calidris_melanotos.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Pectoral_Sandpiper3.jpg/220px-Pectoral_Sandpiper3.jpg,images/calidris_melanotos,,,,false,Pectoral_Sandpiper
Pelagic cormorant,Least Concern,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax pelagicus,,Phalacrocorax pelagicus,phalacrocorax_pelagicus.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Pelagic_Cormorant_flying.jpg/240px-Pelagic_Cormorant_flying.jpg,images/phalacrocorax_pelagicus,japan,,,false,Pelagic_Cormorant
Pelican,,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Pelikan_Walvis_Bay.jpg/220px-Pelikan_Walvis_Bay.jpg,images/,kenya|namibia|south africa|guinea|egypt|madagascar|seychelles,,,false,Pelecanidae
Peregrine falcon,Least Concern,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,,Falco peregrinus,falco_peregrinus.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Falco_peregrinus_-Nova_Scotia%2C_Canada_-eating-8.jpg/220px-Falco_peregrinus_-Nova_Scotia%2C_Canada_-eating-8.jpg,images/falco_peregrinus,cameroon|guinea|algeria|morocco|western sahara|comoros|madagascar|cape verde|japan,,nocturnal,false,Peregrine_Falcon
Tropicbird,,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Rtailedtropicbird8.jpg/220px-Rtailedtropicbird8.jpg,images/,morocco|seychelles,,,false,Phaethontidae
Cormorant,,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Microcarbo_melanoleucos_Austins_Ferry_3.jpg/240px-Microcarbo_melanoleucos_Austins_Ferry_3.jpg,images/,egypt|niger|japan,,,false,Phalacrocoracidae
Phasianidae,,,,,,,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Satyr_Tragopan_Osaka.jpg/220px-Satyr_Tragopan_Osaka.jpg,images/,congo,,,false,Phasianidae
Pheasant-tailed jacana,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Hydrophasianus,Hydrophasianus chirurgus,,Hydrophasianus chirurgus,hydrophasianus_chirurgus.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pheasant_tailed_Jacana_%28Non-breeding%29_I_IMG_8638.jpg/220px-Pheasant_tailed_Jacana_%28Non-breeding%29_I_IMG_8638.jpg,images/hydrophasianus_chirurgus,,,,false,Pheasant-tailed_Jacana
Woodpecker,,Animalia,Chordata,Aves,Piciformes,Picidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Melanerpes_striatus001.jpg/220px-Melanerpes_striatus001.jpg,images/,south africa|guinea|madagascar|japan,,diurnal,false,Picidae
Pied avocet,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra avosetta,,Recurvirostra avosetta,recurvirostra_avosetta.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pied_Avocet_Recurvirostra_avosetta.jpg/220px-Pied_Avocet_Recurvirostra_avosetta.jpg,images/recurvirostra_avosetta,cameroon|western sahara,,,false,Pied_Avocet
Pied harrier,Least Concern,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,Circus melanoleucos,,Circus melanoleucos,circus_melanoleucos.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Pied_Harrier.jpg/220px-Pied_Harrier.jpg,images/circus_melanoleucos,,,,false,Pied_Harrier
Pied wheatear,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe pleschanka,,Oenanthe pleschanka,oenanthe_pleschanka.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Oenanthe_pleschanka_in_Crimea.jpg/220px-Oenanthe_pleschanka_in_Crimea.jpg,images/oenanthe_pleschanka,,,,false,Pied_Wheatear
Pigeon guillemot,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus columba,,Cepphus columba,cepphus_columba.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/2010-pigeon-guillemot.jpg/220px-2010-pigeon-guillemot.jpg,images/cepphus_columba,,,diurnal,true,Pigeon_Guillemot
Pilot whale,Data Deficient,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Pilot_whale.jpg/250px-Pilot_whale.jpg,images/,south africa|morocco|japan,,,false,Pilot_whale
Pine bunting,Least Concern,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza leucocephalos,,Emberiza leucocephalos,emberiza_leucocephalos.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Emberiza_leucocephalos%3B_Baikonur-town_001.jpg/220px-Emberiza_leucocephalos%3B_Baikonur-town_001.jpg,images/emberiza_leucocephalos,,,,false,Pine_Bunting
Pine grosbeak,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,Pinicola enucleator,,Pinicola enucleator,pinicola_enucleator.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg/220px-Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg,images/pinicola_enucleator,,,,false,Pine_Grosbeak
Pin-tailed snipe,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago stenura,,Gallinago stenura,gallinago_stenura.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Gallinago_stenura_-_Laem_Pak_Bia.jpg/220px-Gallinago_stenura_-_Laem_Pak_Bia.jpg,images/gallinago_stenura,kenya,,,false,Pintail_Snipe
Grebe,,,,,,,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Podiceps_nigricollis_001.jpg/300px-Podiceps_nigricollis_001.jpg,images/,madagascar,,,false,Podicipedidae
Pomarine skua,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius pomarinus,,Stercorarius pomarinus,stercorarius_pomarinus.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Stercorarius_pomarinusPCCA20070623-3985B.jpg/220px-Stercorarius_pomarinusPCCA20070623-3985B.jpg,images/stercorarius_pomarinus,cameroon|western sahara,,,false,Pomarine_Skua
Procellariidae,,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Damier_du_Cap_-_Cape_Petrel.jpg/220px-Damier_du_Cap_-_Cape_Petrel.jpg,images/,south africa|japan,,diurnal|nocturnal,true,Procellariidae
Purple heron,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea purpurea,,Ardea purpurea,ardea_purpurea.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/2010-kabini-purple-heron.jpg/220px-2010-kabini-purple-heron.jpg,images/ardea_purpurea,kenya|cameroon|western sahara|madagascar|cape verde,,,false,Purple_Heron
Pygmy killer whale,Data Deficient,,,,,,,,,Feresa attenuata,feresa_attenuata.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Feresa_attenuata_by_OpenCage.jpg/220px-Feresa_attenuata_by_OpenCage.jpg,images/feresa_attenuata,south africa|senegal|western sahara|japan,,,false,Pygmy_Killer_Whale
Pygmy sperm whale,Data Deficient,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,Kogia breviceps,,Kogia breviceps,kogia_breviceps.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Kogia_breviceps.jpg/220px-Kogia_breviceps.jpg,images/kogia_breviceps,western sahara|japan,,,false,Pygmy_Sperm_Whale
Raccoon dog,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,Nyctereutes procyonoides,,Nyctereutes procyonoides,nyctereutes_procyonoides.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Tanuki01_960.jpg/220px-Tanuki01_960.jpg,images/nyctereutes_procyonoides,japan,,,false,Raccoon_Dog
Radde's warbler,Least Concern,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus schwarzi,,Phylloscopus schwarzi,phylloscopus_schwarzi.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Radde%27s_Warbler_%28Phylloscopus_schwarzi%29.jpg/220px-Radde%27s_Warbler_%28Phylloscopus_schwarzi%29.jpg,images/phylloscopus_schwarzi,,,,false,Radde%27s_Warbler
Rainbow bee-eater,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops ornatus,,Merops ornatus,merops_ornatus.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Merops_ornatus_-_Centenary_Lakes.jpg/220px-Merops_ornatus_-_Centenary_Lakes.jpg,images/merops_ornatus,guinea,,,false,Rainbow_Bee-eater
Rallidae,,Animalia,Chordata,Aves,Gruiformes,Rallidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Dusky_moorhen442.jpg/300px-Dusky_moorhen442.jpg,images/,guinea|mauritius,,,true,Rallidae
Recurvirostridae,,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Black-necked_Stilt.jpg/220px-Black-necked_Stilt.jpg,images/,,,,false,Recurvirostridae
Red-breasted merganser,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,Mergus serrator,,Mergus serrator,mergus_serrator.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Mergus_serrator_-New_Jersey_-USA_-winter-8.jpg/220px-Mergus_serrator_-New_Jersey_-USA_-winter-8.jpg,images/mergus_serrator,,,,false,Red-breasted_Merganser
Red-crested pochard,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,Netta rufina,,Netta rufina,netta_rufina.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Netta_rufina_%28Red-crested_Pochard%29_Male%2C_London_Wetland_Centre_-_Diliff.jpg/220px-Netta_rufina_%28Red-crested_Pochard%29_Male%2C_London_Wetland_Centre_-_Diliff.jpg,images/netta_rufina,western sahara,,,false,Red-crested_Pochard
Red-crowned crane,Endangered,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus japonensis,,Grus japonensis,grus_japonensis.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Grus_japonensis_-Hokkaido%2C_Japan_-several-8_%281%29.jpg/300px-Grus_japonensis_-Hokkaido%2C_Japan_-several-8_%281%29.jpg,images/grus_japonensis,japan,,,false,Red-crowned_Crane
Red-faced cormorant,Least Concern,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax urile,,Phalacrocorax urile,phalacrocorax_urile.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Phalacrocorax_urile1.jpg/220px-Phalacrocorax_urile1.jpg,images/phalacrocorax_urile,japan,,,false,Red-faced_Cormorant
Red-flanked bluetail,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Tarsiger,Tarsiger cyanurus,,Tarsiger cyanurus,tarsiger_cyanurus.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Tarsiger_cyanurus.jpg/220px-Tarsiger_cyanurus.jpg,images/tarsiger_cyanurus,japan,,,false,Red-flanked_Bluetail
Red-footed booby,Least Concern,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Sula sula,,Sula sula,sula_sula.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Sula_sula_by_Gregg_Yan_01.jpg/220px-Sula_sula_by_Gregg_Yan_01.jpg,images/sula_sula,,,,false,Red-footed_Booby
Red-legged kittiwake,Vulnerable,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa brevirostris,,Rissa brevirostris,rissa_brevirostris.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Rissa_brevirostris5.jpg/220px-Rissa_brevirostris5.jpg,images/rissa_brevirostris,,,,false,Red-legged_Kittiwake
Red-necked grebe,Least Concern,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps grisegena,,Podiceps grisegena,podiceps_grisegena.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Gr%C3%A8bejougrisparade.jpg/240px-Gr%C3%A8bejougrisparade.jpg,images/podiceps_grisegena,madagascar|japan,,nocturnal,false,Red-necked_Grebe
Red-necked phalarope,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,Phalaropus lobatus,,Phalaropus lobatus,phalaropus_lobatus.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Red-necked_Phalarope.jpg/220px-Red-necked_Phalarope.jpg,images/phalaropus_lobatus,,,,false,Red-necked_Phalarope
Red-necked stint,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,,Calidris ruficollis,calidris_ruficollis.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Calidris_ruficollis_-_Marion_Bay.jpg/220px-Calidris_ruficollis_-_Marion_Bay.jpg,images/calidris_ruficollis,,,,false,Red-necked_Stint
Red-rumped swallow,Least Concern,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis daurica,,Cecropis daurica,cecropis_daurica.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Golondrina_d%C3%A1urica_Cecropis_daurica_1.jpg/220px-Golondrina_d%C3%A1urica_Cecropis_daurica_1.jpg,images/cecropis_daurica,angola|tanzania|uganda|kenya|sudan|cameroon|congo|ethiopia|zambia|south africa|gambia|senegal|sierra leone|western sahara|japan,,,false,Red-rumped_Swallow
Red-tailed tropicbird,Least Concern,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Phaethon rubricauda',,Phaethon rubricauda,phaethon_rubricauda.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Red-tailed_Tropicbird3.jpg/220px-Red-tailed_Tropicbird3.jpg,images/phaethon_rubricauda,madagascar|mauritius|japan,,,false,Red-tailed_Tropicbird
Red-throated loon,Least Concern,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata,,Gavia stellata,gavia_stellata.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Gavia_Stellata_%C3%96lfus%C3%A1_20090606.jpg/240px-Gavia_Stellata_%C3%96lfus%C3%A1_20090606.jpg,images/gavia_stellata,gambia|tunisia|morocco|comoros|japan,,diurnal,false,Red-throated_Diver
Red-throated pipit,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus cervinus,,Anthus cervinus,anthus_cervinus.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Red-throated_Pipit.jpg/220px-Red-throated_Pipit.jpg,images/anthus_cervinus,kenya|cameroon|western sahara,,,false,Red-throated_Pipit
Red turtle dove,Least Concern,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia tranquebarica,,Streptopelia tranquebarica,streptopelia_tranquebarica.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Streptopelia_tranquebarica.jpg/220px-Streptopelia_tranquebarica.jpg,images/streptopelia_tranquebarica,,,,false,Red_Collared_Dove
Red crossbill,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,,Loxia curvirostra,loxia_curvirostra.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Red_Crossbills_%28Male%29.jpg/220px-Red_Crossbills_%28Male%29.jpg,images/loxia_curvirostra,,,,false,Red_Crossbill
Red fox,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,,Vulpes vulpes,vulpes_vulpes.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Fox_study_6.jpg/220px-Fox_study_6.jpg,images/vulpes_vulpes,guinea|egypt|algeria|japan,,nocturnal,false,Red_Fox
Red knot,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,,Calidris canutus,calidris_canutus.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Calidris_canutus_%28summer%29.jpg/220px-Calidris_canutus_%28summer%29.jpg,images/calidris_canutus,kenya|cameroon|guinea|western sahara|mauritania,,,false,Red_Knot
Red squirrel,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,,Sciurus vulgaris,sciurus_vulgaris.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Squirrel_posing.jpg/300px-Squirrel_posing.jpg,images/sciurus_vulgaris,niger,,,false,Red_Squirrel
Redhead (bird),Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya americana,,Aythya americana,aythya_americana.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Redhead_duck_%28Aythya_americana%2C_male%29.jpg/220px-Redhead_duck_%28Aythya_americana%2C_male%29.jpg,images/aythya_americana,,,,false,Redhead_(duck)
